Name,Age,Nationality,Overall,Potential,Club,Preferred Position,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
A. Bangoura,25,Guinea,70,73,Rayo Vallecano,CAM,68,40,48,68,60,68,48,40,60,48,68,69,65,70,52,68,48,40,60,48,68,69,65,70,52,65
Pedro SÃ¡,23,Portugal,70,77,Portimonense SC,CM,61,65,69,59,66,61,65,65,66,69,59,61,57,58,66,61,65,65,66,69,59,61,57,58,66,57
G. Perico,33,Italy,70,70,Salernitana,CB,53,69,65,54,56,53,69,69,56,65,54,57,55,56,68,53,69,69,56,65,54,57,55,56,68,55
B. Leroy,28,France,70,71,Dijon FCO,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
A. SepÃºlveda,26,Mexico,70,71,Monarcas Morelia,LM,68,51,56,69,65,68,56,51,65,56,69,69,69,68,58,68,56,51,65,56,69,69,69,68,58,69
S. AydoÄŸdu,26,Turkey,70,71,Akhisar Belediyespor,CDM,69,59,63,69,69,69,61,59,69,63,69,69,66,69,63,69,61,59,69,63,69,69,66,69,63,66
M. Sampirisi,24,Italy,70,76,Crotone,CB,55,70,67,54,59,55,69,70,59,67,54,60,54,57,69,55,69,70,59,67,54,60,54,57,69,54
C. Higuita,23,Colombia,70,77,Orlando City Soccer Club,CM,64,68,69,62,65,64,68,68,65,69,62,65,61,63,69,64,68,68,65,69,62,65,61,63,69,61
Ricky Guerreda,25,Brazil,70,70,AssociaÃ§Ã£o AtlÃ©tica Ponte Preta,RB,61,64,67,59,63,61,69,64,63,67,59,64,55,62,70,61,69,64,63,67,59,64,55,62,70,55
A. BogdÃ¡n,29,Hungary,70,70,Liverpool,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
V. Kadlec,25,Czech Republic,70,74,Sparta Praha,LW,69,48,52,71,63,69,52,48,63,52,71,69,69,70,54,69,52,48,63,52,71,69,69,70,54,69
J. Mojica,24,Colombia,70,73,Girona CF,LB,66,65,65,67,64,66,68,65,64,65,67,69,65,69,69,66,68,65,64,65,67,69,65,69,69,65
P. Whittingham,32,England,70,70,Blackburn Rovers,LM,69,58,63,67,69,69,61,58,69,63,67,67,65,68,63,69,61,58,69,63,67,67,65,68,63,65
F. Mendy,22,France,70,78,Olympique Lyonnais,LB,63,68,66,62,62,63,69,68,62,66,62,66,61,65,70,63,69,68,62,66,62,66,61,65,70,61
Zubeldia,20,Spain,70,80,Real Sociedad,CM,65,63,68,63,69,65,62,63,69,68,63,63,59,62,63,65,62,63,69,68,63,63,59,62,63,59
C. Ãlvarez,31,Argentina,70,70,Real Zaragoza,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Thorsby,21,Norway,70,77,SC Heerenveen,CAM,67,69,70,67,69,67,69,69,69,70,67,69,67,67,69,67,69,69,69,70,67,69,67,67,69,67
H. Yamaguchi,26,Japan,70,73,Cerezo Osaka,CM,68,64,69,65,70,68,67,64,70,69,65,67,60,66,68,68,67,64,70,69,65,67,60,66,68,60
E. Aguilera,28,Argentina,70,71,Club Tijuana,CB,54,69,65,55,59,54,63,69,59,65,55,54,56,52,62,54,63,69,59,65,55,54,56,52,62,56
L. Ridgewell,32,England,70,70,Portland Timbers,LB,59,69,67,57,62,59,66,69,62,67,57,60,58,57,65,59,66,69,62,67,57,60,58,57,65,58
E. KujoviÄ‡,29,Sweden,70,70,Fortuna DÃ¼sseldorf,ST,61,44,46,64,57,61,41,44,57,46,64,58,69,59,42,61,41,44,57,46,64,58,69,59,42,69
H. Mier,27,Mexico,70,71,QuerÃ©taro,RB,57,69,65,55,59,57,66,69,59,65,55,57,55,56,64,57,66,69,59,65,55,57,55,56,64,55
A. Åžahin,39,Turkey,70,70,Kardemir KarabÃ¼kspor,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Aoyama,31,Japan,70,70,Sanfrecce Hiroshima,CDM,66,65,69,64,69,66,66,65,69,69,64,65,61,64,67,66,66,65,69,69,64,65,61,64,67,61
R. AssalÃ©,23,Ivory Coast,70,79,BSC Young Boys,LM,71,38,46,73,61,71,51,38,61,46,73,71,69,74,54,71,51,38,61,46,73,71,69,74,54,69
A. Feick,29,Germany,70,70,1. FC Heidenheim,LB,62,68,66,63,62,62,69,68,62,66,63,64,63,64,69,62,69,68,62,66,63,64,63,64,69,63
MÃ¡yor,33,Spain,70,70,CF Reus Deportiu,CAM,63,52,54,66,61,63,49,52,61,54,66,61,69,61,51,63,49,52,61,54,66,61,69,61,51,69
V. RÃ¼fli,29,Switzerland,70,70,Dijon FCO,RB,67,68,68,66,67,67,69,68,67,68,66,69,64,67,69,67,69,68,67,68,66,69,64,67,69,64
J. Flanagan,24,England,70,76,Liverpool,LB,60,72,69,58,62,60,69,72,62,69,58,63,55,61,68,60,69,72,62,69,58,63,55,61,68,55
F. Schnellhardt,23,Germany,70,78,MSV Duisburg,CAM,70,61,66,69,69,70,65,61,69,66,69,69,66,69,66,70,65,61,69,66,69,69,66,69,66,66
G. Mera,27,Colombia,70,72,Club Brugge KV,CB,39,69,61,40,47,39,59,69,47,61,40,42,43,39,56,39,59,69,47,61,40,42,43,39,56,43
O. Kemen,20,France,70,82,GFC Ajaccio,CDM,68,68,69,67,69,68,67,68,69,69,67,68,66,66,68,68,67,68,69,69,67,68,66,66,68,66
Lourival Dinisco,29,Brazil,70,70,SÃ£o Paulo Futebol Clube,CB,50,69,64,50,55,50,63,69,55,64,50,51,54,49,60,50,63,69,55,64,50,51,54,49,60,54
Jon Bautista,21,Spain,70,79,Real Sociedad,ST,64,36,41,67,56,64,41,36,56,41,67,62,69,65,43,64,41,36,56,41,67,62,69,65,43,69
Jairo Farnias,29,Brazil,70,70,Cruzeiro,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
N. MilenkoviÄ‡,19,Serbia,70,81,Fiorentina,CB,37,69,60,36,45,37,58,69,45,60,36,39,41,35,55,37,58,69,45,60,36,39,41,35,55,41
HÃ©ctor VerdÃ©s,33,Spain,70,70,Real Oviedo,CB,40,69,61,40,47,40,57,69,47,61,40,40,44,37,54,40,57,69,47,61,40,40,44,37,54,44
Luis GarcÃ­a,36,Spain,70,70,KAS Eupen,CAM,69,56,62,68,69,69,58,56,69,62,68,68,66,67,60,69,58,56,69,62,68,68,66,67,60,66
A. Malarz,37,Poland,70,70,Legia Warszawa,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Cooper,25,Scotland,70,73,Leeds United,CB,52,69,66,50,58,52,64,69,58,66,50,53,50,50,63,52,64,69,58,66,50,53,50,50,63,50
E. Blanco,27,Colombia,70,71,CD America de Cali,CM,61,71,69,60,63,61,69,71,63,69,60,62,62,61,68,61,69,71,63,69,60,62,62,61,68,62
G. Grozav,26,Romania,70,71,Kardemir KarabÃ¼kspor,LW,70,47,53,70,65,70,52,47,65,53,70,69,70,70,55,70,52,47,65,53,70,69,70,70,55,70
T. Leibold,23,Germany,70,75,1. FC NÃ¼rnberg,CDM,67,66,66,67,66,67,69,66,66,66,67,69,64,69,69,67,69,66,66,66,67,69,64,69,69,64
F. MladenoviÄ‡,25,Serbia,70,73,Standard de LiÃ¨ge,LB,62,66,65,62,62,62,69,66,62,65,62,64,60,64,69,62,69,66,62,65,62,64,60,64,69,60
S. Popov,26,Bulgaria,70,71,KasimpaÅŸa SK,RB,63,69,67,65,64,63,69,69,64,67,65,66,66,66,69,63,69,69,64,67,65,66,66,66,69,66
Y. Kakitani,27,Japan,70,70,Cerezo Osaka,LM,69,37,45,70,62,69,46,37,62,45,70,69,68,70,50,69,46,37,62,45,70,69,68,70,50,68
L. Landre,25,France,70,75,Genoa,CB,52,69,64,51,56,52,63,69,56,64,51,51,50,49,61,52,63,69,56,64,51,51,50,49,61,50
C. Fiore,22,Belgium,70,76,Standard de LiÃ¨ge,CB,58,69,68,55,63,58,69,69,63,68,55,61,53,57,68,58,69,69,63,68,55,61,53,57,68,53
F. RodrÃ­guez,35,Mexico,70,70,Lobos de la BUAP,CB,49,69,62,49,53,49,58,69,53,62,49,47,52,46,55,49,58,69,53,62,49,47,52,46,55,52
T. Kristensen,34,Denmark,70,70,Brisbane Roar,CM,66,66,69,66,69,66,65,66,69,69,66,67,64,64,66,66,65,66,69,69,66,67,64,64,66,64
A. Balzano,31,Italy,70,70,Pescara,LB,54,70,67,54,57,54,69,70,57,67,54,58,55,56,69,54,69,70,57,67,54,58,55,56,69,55
G. Bellusci,27,Italy,70,70,Palermo,CB,54,69,66,53,57,54,64,69,57,66,53,54,54,52,62,54,64,69,57,66,53,54,54,52,62,54
Z. BrkiÄ‡,30,Serbia,70,70,PAOK Thessaloniki,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
L. PÃ¡ez,30,Colombia,70,70,Ãguilas Doradas,ST,64,45,46,67,57,64,46,45,57,46,67,62,69,64,47,64,46,45,57,46,67,62,69,64,47,69
D. GonzÃ¡lez,34,Colombia,70,70,Independiente MedellÃ­n,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Van Crombrugge,24,Belgium,70,76,KAS Eupen,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto,24,Spain,70,77,CD Tenerife,CB,60,70,69,59,64,60,66,70,64,69,59,59,60,57,66,60,66,70,64,69,59,59,60,57,66,60
F. Platte,21,Germany,70,81,SV Darmstadt 98,ST,62,43,44,65,56,62,42,43,56,44,65,60,69,62,43,62,42,43,56,44,65,60,69,62,43,69
Salvi,26,Spain,70,71,CÃ¡diz C.F.,LM,68,44,51,67,62,68,55,44,62,51,67,69,63,69,58,68,55,44,62,51,67,69,63,69,58,63
M. Gaus,27,Germany,70,70,FC Ingolstadt 04,LWB,65,65,66,66,65,65,69,65,65,66,66,68,66,67,69,65,69,65,65,66,66,68,66,67,69,66
Y. Toutouh,24,Denmark,70,74,FC KÃ¸benhavn,RM,68,55,59,68,65,68,58,55,65,59,68,69,68,69,60,68,58,55,65,59,68,69,68,69,60,68
R. Maniero,29,Italy,70,70,Novara,ST,63,40,44,66,58,63,41,40,58,44,66,62,69,63,44,63,41,40,58,44,66,62,69,63,44,69
M. Sadlok,28,Poland,70,70,WisÅ‚a KrakÃ³w,LB,60,69,66,60,62,60,69,69,62,66,60,63,60,61,68,60,69,69,62,66,60,63,60,61,68,60
S. SarÄ±oÄŸlu,32,Turkey,70,70,GÃ¶ztepe,RB,66,64,68,66,67,66,69,64,67,68,66,69,62,68,71,66,69,64,67,68,66,69,62,68,71,62
O. Vlachodimos,23,Germany,70,75,Panathinaikos FC,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
L. TraÅ‚ka,33,Poland,70,70,Lech PoznaÅ„,CDM,62,69,69,61,66,62,65,69,66,69,61,62,61,59,65,62,65,69,66,69,61,62,61,59,65,61
A. Richards,26,Wales,70,70,Cardiff City,LB,61,68,67,59,63,61,69,68,63,67,59,64,57,61,69,61,69,68,63,67,59,64,57,61,69,57
S. Dursun,25,Germany,70,72,SpVgg Greuther FÃ¼rth,ST,62,45,45,65,56,62,43,45,56,45,65,61,69,63,45,62,43,45,56,45,65,61,69,63,45,69
M. Yattara,23,Guinea,70,74,AJ Auxerre,ST,66,43,45,68,58,66,45,43,58,45,68,65,69,67,47,66,45,43,58,45,68,65,69,67,47,69
Jorginho,21,Portugal,70,81,Grupo Desportivo de Chaves,LW,69,38,49,69,63,69,49,38,63,49,69,70,66,70,53,69,49,38,63,49,69,70,66,70,53,66
J. Aldegrisa,29,Chile,70,70,Club de Deportes Temuco,LB,65,66,67,64,66,65,69,66,66,67,64,67,62,66,69,65,69,66,66,67,64,67,62,66,69,62
Victor Fachinhas,33,Brazil,70,70,Clube AtlÃ©tico Mineiro,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfa Semedo,19,Guinea Bissau,70,82,Moreirense FC,CDM,61,71,69,62,64,61,67,71,64,69,62,61,63,60,66,61,67,71,64,69,62,61,63,60,66,63
K. Leerdam,27,Suriname,70,71,Seattle Sounders FC,CM,66,68,67,66,67,66,69,68,67,67,66,68,66,67,68,66,69,68,67,67,66,68,66,67,68,66
Javi Ros,27,Spain,70,72,Real Zaragoza,CM,68,64,69,66,69,68,66,64,69,69,66,67,62,66,67,68,66,64,69,69,66,67,62,66,67,62
A. Powell,22,Jamaica,70,76,Portland Timbers,RB,62,68,65,62,61,62,69,68,61,65,62,65,60,64,68,62,69,68,61,65,62,65,60,64,68,60
D. Kamada,20,Japan,70,80,Eintracht Frankfurt,CAM,69,48,55,68,65,69,55,48,65,55,68,70,64,69,58,69,55,48,65,55,68,70,64,69,58,64
J. Garner,29,England,70,70,Ipswich Town,ST,65,57,56,67,61,65,54,57,61,56,67,65,69,65,55,65,54,57,61,56,67,65,69,65,55,69
Souza,29,Brazil,70,70,Cerezo Osaka,CM,69,66,69,68,69,69,68,66,69,69,68,69,66,68,69,69,68,66,69,69,68,69,66,68,69,66
JoÃ£o VigÃ¡rio,21,Portugal,70,77,VitÃ³ria GuimarÃ£es,LM,68,67,66,68,66,68,69,67,66,66,68,68,66,69,69,68,69,67,66,66,68,68,66,69,69,66
Manu Herrera,35,Spain,70,70,CA Osasuna,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
V. ÄŒernÃ½,19,Czech Republic,70,80,Ajax,RW,68,36,46,69,60,68,47,36,60,46,69,68,66,70,51,68,47,36,60,46,69,68,66,70,51,66
M. Azira,29,Uganda,70,70,Colorado Rapids,CM,62,68,69,61,65,62,66,68,65,69,61,62,60,60,67,62,66,68,65,69,61,62,60,60,67,60
J. RodrÃ­guez,21,Argentina,70,77,Banfield,CB,43,69,59,44,45,43,60,69,45,59,44,44,48,43,57,43,60,69,45,59,44,44,48,43,57,48
M. JonjiÄ‡,26,Croatia,70,72,Cerezo Osaka,CB,49,69,62,49,52,49,64,69,52,62,49,50,52,49,61,49,64,69,52,62,49,50,52,49,61,52
N. VujadinoviÄ‡,30,Montenegro,70,70,Lech PoznaÅ„,CB,47,69,63,46,53,47,63,69,53,63,46,49,47,46,61,47,63,69,53,63,46,49,47,46,61,47
E. Baderia,29,Chile,70,70,CD Huachipato,LB,68,65,67,67,68,68,69,65,68,67,67,70,65,69,70,68,69,65,68,67,67,70,65,69,70,65
David FernÃ¡ndez,32,Spain,70,70,AD AlcorcÃ³n,CB,53,69,67,52,59,53,66,69,59,67,52,54,53,51,64,53,66,69,59,67,52,54,53,51,64,53
MejÃ­as,28,Spain,70,71,Middlesbrough,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Keet,27,South Africa,70,71,,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
G. OrtÃ­z,24,Argentina,70,76,Colon de Santa Fe,CB,45,69,64,43,51,45,64,69,51,64,43,47,46,44,60,45,64,69,51,64,43,47,46,44,60,46
M. Volta,30,Italy,70,70,Perugia,CB,43,69,61,42,47,43,62,69,47,61,42,45,45,43,60,43,62,69,47,61,42,45,45,43,60,45
M. Batdal,31,Turkey,70,70,Ä°stanbul BaÅŸakÅŸehir FK,ST,63,46,50,66,61,63,44,46,61,50,66,61,69,61,46,63,44,46,61,50,66,61,69,61,46,69
Allan ArdaÃºjo,29,Brazil,70,70,Coritiba Foot Ball Club,CAM,69,50,58,67,67,69,55,50,67,58,67,68,64,67,58,69,55,50,67,58,67,68,64,67,58,64
M. Bero,21,Slovakia,70,78,Trabzonspor,CAM,68,61,63,68,67,68,64,61,67,63,68,69,67,69,65,68,64,61,67,63,68,69,67,69,65,67
C. Benschop,27,Netherlands,70,70,Hannover 96,CAM,65,50,53,67,62,65,49,50,62,53,67,64,69,64,51,65,49,50,62,53,67,64,69,64,51,69
M. Nyatama,29,South Africa,70,70,Orlando Pirates,RW,69,46,54,69,64,69,53,46,64,54,69,68,66,69,56,69,53,46,64,54,69,68,66,69,56,66
S. Rosted,22,Norway,70,79,Sarpsborg 08 FF,CB,53,69,65,52,57,53,63,69,57,65,52,53,51,51,62,53,63,69,57,65,52,53,51,51,62,51
R. Goreux,29,Haiti,70,70,Standard de LiÃ¨ge,RM,66,68,68,65,67,66,69,68,67,68,65,66,63,66,69,66,69,68,67,68,65,66,63,66,69,63
J. Mucha,34,Slovakia,70,70,Termalica Bruk-Bet Nieciecza,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Baldock,28,England,70,70,Brighton & Hove Albion,CF,65,44,47,68,57,65,50,44,57,47,68,65,69,67,53,65,50,44,57,47,68,65,69,67,53,69
K. Laribi,26,Tunisia,70,73,Cesena,CM,69,38,48,68,63,69,49,38,63,48,68,68,63,68,52,69,49,38,63,48,68,68,63,68,52,63
Bruno Nascimento,26,Brazil,70,72,CD Feirense,CB,49,69,63,49,53,49,63,69,53,63,49,52,51,49,61,49,63,69,53,63,49,52,51,49,61,51
G. Kvilitaia,23,Georgia,70,76,SK Rapid Wien,ST,66,49,50,67,59,66,50,49,59,50,67,66,69,67,52,66,50,49,59,50,67,66,69,67,52,69
D. Guidileye,27,Mauritania,70,72,GenÃ§lerbirliÄŸi SK,CM,58,68,69,55,64,58,65,68,64,69,55,57,50,54,65,58,65,68,64,69,55,57,50,54,65,50
J. Busk,23,Denmark,70,76,1. FC Union Berlin,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Fojut,29,Poland,70,70,PogoÅ„ Szczecin,CB,46,69,63,46,53,46,61,69,53,63,46,46,50,44,58,46,61,69,53,63,46,46,50,44,58,50
R. Marin,21,Romania,70,78,Standard de LiÃ¨ge,CDM,70,58,64,69,69,70,62,58,69,64,69,69,66,69,64,70,62,58,69,64,69,69,66,69,64,66
M. Brighi,36,Italy,70,70,Perugia,CDM,67,64,66,66,69,67,62,64,69,66,66,66,64,65,63,67,62,64,69,66,66,66,64,65,63,64
S. Breitkreuz,25,Germany,70,73,Eintracht Braunschweig,CB,52,69,61,54,53,52,62,69,53,61,54,52,59,52,60,52,62,69,53,61,54,52,59,52,60,59
R. Himmelmann,28,Germany,70,71,FC St. Pauli,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Ay,25,Turkey,70,73,Atiker Konyaspor,CB,49,69,64,49,54,49,65,69,54,64,49,52,52,49,63,49,65,69,54,64,49,52,52,49,63,52
A. ToÅŸca,25,Romania,70,76,Real Betis BalompiÃ©,LB,59,69,67,58,61,59,69,69,61,67,58,61,57,59,67,59,69,69,61,67,58,61,57,59,67,57
G. Leadbitter,31,England,70,70,Middlesbrough,CM,67,67,69,66,69,67,67,67,69,69,66,67,65,66,68,67,67,67,69,69,66,67,65,66,68,65
Y. Komai,25,Japan,70,71,Urawa Red Diamonds,CM,67,41,49,67,61,67,52,41,61,49,67,69,62,69,56,67,52,41,61,49,67,69,62,69,56,62
J. John,28,Netherlands,70,70,Bursaspor,LW,68,41,47,69,61,68,51,41,61,47,69,69,65,71,54,68,51,41,61,47,69,69,65,71,54,65
D. Verhulst,29,Belgium,70,70,Sporting Lokeren,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
F. MuÃ±oz,25,Argentina,70,73,Temperley,ST,68,46,51,70,62,68,52,46,62,51,70,69,68,70,55,68,52,46,62,51,70,69,68,70,55,68
L. Galados,33,Chile,70,70,Everton de ViÃ±a del Mar,RB,61,67,68,59,64,61,69,67,64,68,59,65,57,61,69,61,69,67,64,68,59,65,57,61,69,57
D. Khomchenovskyi,27,Ukraine,70,70,Jagiellonia BiaÅ‚ystok,LM,68,42,52,67,65,68,51,42,65,52,67,69,63,68,55,68,51,42,65,52,67,69,63,68,55,63
Ansel Barnisco,29,Brazil,70,70,Clube AtlÃ©tico Paranaense,RM,64,69,69,63,67,64,68,69,67,69,63,64,61,62,67,64,68,69,67,69,63,64,61,62,67,61
J. Berget,26,Norway,70,71,MalmÃ¶ FF,ST,68,53,59,69,66,68,59,53,66,59,69,69,69,68,61,68,59,53,66,59,69,69,69,68,61,69
L. Owona,26,Cameroon,70,73,UD AlmerÃ­a,CB,47,69,65,46,53,47,67,69,53,65,46,50,51,48,64,47,67,69,53,65,46,50,51,48,64,51
E. Reijnen,30,Netherlands,70,70,FC Groningen,CB,54,69,68,52,62,54,62,69,62,68,52,54,51,49,61,54,62,69,62,68,52,54,51,49,61,51
R. Bezjak,28,Slovenia,70,70,SV Darmstadt 98,LM,65,39,44,68,58,65,45,39,58,44,68,65,69,67,48,65,45,39,58,44,68,65,69,67,48,69
S. CerriÃ³n,33,Chile,70,70,UniÃ³n EspaÃ±ola,CB,60,71,69,58,63,60,69,71,63,69,58,62,57,59,69,60,69,71,63,69,58,62,57,59,69,57
Alam AraÃºjo,25,Brazil,70,70,AtlÃ©tico Clube Goianiense,LM,61,67,66,61,62,61,69,67,62,66,61,65,61,64,69,61,69,67,62,66,61,65,61,64,69,61
Marcelo Toscano,32,Brazil,70,70,Omiya Ardija,CAM,67,60,61,68,65,67,60,60,65,61,68,67,69,67,61,67,60,60,65,61,68,67,69,67,61,69
C. Adams,20,England,70,81,Birmingham City,CAM,68,49,53,70,61,68,53,49,61,53,70,68,69,69,55,68,53,49,61,53,70,68,69,69,55,69
L. RodrÃ­guez,26,Mexico,70,72,Tigres U.A.N.L.,RM,68,63,66,68,68,68,69,63,68,66,68,70,65,69,70,68,69,63,68,66,68,70,65,69,70,65
J. Tinhan,28,France,70,70,ES Troyes AC,ST,66,51,54,68,61,66,56,51,61,54,68,68,69,69,58,66,56,51,61,54,68,68,69,69,58,69
A. Ahamada,25,Comoros,70,72,Kayserispor,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Rantie,26,South Africa,70,70,GenÃ§lerbirliÄŸi SK,ST,68,40,46,70,60,68,48,40,60,46,70,69,69,70,51,68,48,40,60,46,70,69,69,70,51,69
S. Nishikawa,31,Japan,70,70,Urawa Red Diamonds,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
Renatao Baumer,33,Brazil,70,70,Coritiba Foot Ball Club,LB,59,69,68,58,62,59,69,69,62,68,58,62,59,60,68,59,69,69,62,68,58,62,59,60,68,59
J. Pearce,29,England,70,70,Charlton Athletic,CB,42,69,62,40,50,42,62,69,50,62,40,45,42,41,59,42,62,69,50,62,40,45,42,41,59,42
Cifuentes,38,Spain,70,70,CÃ¡diz C.F.,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Walke,34,Germany,70,70,FC Red Bull Salzburg,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Kane,23,England,70,76,FC Groningen,RB,58,66,64,59,59,58,69,66,59,64,59,63,57,61,69,58,69,66,59,64,59,63,57,61,69,57
A. Bjelica,23,Serbia,70,77,KV Oostende,CB,64,70,70,63,67,64,69,70,67,70,63,66,61,63,69,64,69,70,67,70,63,66,61,63,69,61
E. Unsain,22,Argentina,70,77,Defensa y Justicia,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
A. MercelÃ¡n,25,Chile,70,70,CD Huachipato,RM,63,67,66,62,64,63,69,67,64,66,62,65,60,64,69,63,69,67,64,66,62,65,60,64,69,60
P. WszoÅ‚ek,25,Poland,70,72,Queens Park Rangers,RWB,69,51,57,69,67,69,57,51,67,57,69,71,66,70,60,69,57,51,67,57,69,71,66,70,60,66
C. Cohen,30,England,70,70,Nottingham Forest,LB,66,68,69,66,69,66,68,68,69,69,66,67,66,66,69,66,68,68,69,69,66,67,66,66,69,66
J. Vergara,23,Colombia,70,80,Milan,CB,39,69,61,37,45,39,60,69,45,61,37,41,38,38,57,39,60,69,45,61,37,41,38,38,57,38
VinÃ­cius AraÃºjo,24,Brazil,70,74,Real Zaragoza,ST,66,44,46,68,58,66,45,44,58,46,68,64,69,65,47,66,45,44,58,46,68,64,69,65,47,69
Borja Lasso,23,Spain,70,78,Sevilla FC,CM,69,50,59,68,68,69,55,50,68,59,68,69,65,69,59,69,55,50,68,59,68,69,65,69,59,65
I. GonzÃ¡lez,32,Mexico,70,70,Club LeÃ³n,CB,48,69,63,47,53,48,61,69,53,63,47,49,49,47,60,48,61,69,53,63,47,49,49,47,60,49
F. Mattiello,21,Italy,70,80,Ferrara (SPAL),LB,65,67,67,65,66,65,69,67,66,67,65,66,63,66,69,65,69,67,66,67,65,66,63,66,69,63
P. Schobesberger,23,Austria,70,76,SK Rapid Wien,CF,67,47,52,67,61,67,54,47,61,52,67,68,64,70,56,67,54,47,61,52,67,68,64,70,56,64
D. Cotterill,29,Wales,70,70,Birmingham City,RM,69,40,50,67,65,69,49,40,65,50,67,69,64,70,54,69,49,40,65,50,67,69,64,70,54,64
T. Langerman,31,South Africa,70,70,,LB,66,65,65,66,65,66,69,65,65,65,66,67,61,67,70,66,69,65,65,65,66,67,61,67,70,61
G. DÃ­az,27,Argentina,70,70,Defensa y Justicia,LM,68,45,51,67,62,68,53,45,62,51,67,69,63,69,55,68,53,45,62,51,67,69,63,69,55,63
Rodrigo Pinho,26,Brazil,70,72,CS MarÃ­timo,ST,66,39,44,68,60,66,42,39,60,44,68,64,69,65,44,66,42,39,60,44,68,64,69,65,44,69
Alexio Sanctos,25,Brazil,70,70,Fluminense Football Club,CB,58,74,68,59,60,58,69,74,60,68,59,60,61,59,67,58,69,74,60,68,59,60,61,59,67,61
K. Darlow,26,England,70,74,Newcastle United,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Pack,26,England,70,73,Bristol City,CDM,65,66,69,64,69,65,67,66,69,69,64,66,63,64,68,65,67,66,69,69,64,66,63,64,68,63
A. Cordaro,31,Belgium,70,70,SV Zulte-Waregem,RM,69,44,52,68,65,69,51,44,65,52,68,69,66,69,54,69,51,44,65,52,68,69,66,69,54,66
D. Verde,21,Italy,70,80,Hellas Verona,RM,69,41,50,68,63,69,53,41,63,50,68,70,62,70,56,69,53,41,63,50,68,70,62,70,56,62
E. Dreer,35,Ecuador,70,70,,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Kopic,27,Czech Republic,70,70,,LM,68,45,52,68,64,68,52,45,64,52,68,69,66,70,55,68,52,45,64,52,68,69,66,70,55,66
E. Finlay,26,United States,70,70,Minnesota Thunder,RM,67,49,55,68,63,67,56,49,63,55,68,69,66,69,59,67,56,49,63,55,68,69,66,69,59,66
M. Eriksson,27,Sweden,70,70,DjurgÃ¥rdens IF,RM,68,56,62,68,68,68,58,56,68,62,68,69,68,68,60,68,58,56,68,62,68,69,68,68,60,68
H. Takahashi,29,Japan,70,70,Vissel Kobe,CM,62,68,69,59,66,62,66,68,66,69,59,61,58,59,66,62,66,68,66,69,59,61,58,59,66,58
R. Andrero,25,Chile,70,70,Audax Italiano,CB,59,69,66,58,61,59,65,69,61,66,58,58,58,57,64,59,65,69,61,66,58,58,58,57,64,58
N. NÃ¡ndez,21,Uruguay,70,85,Boca Juniors,CM,62,66,69,59,65,62,66,66,65,69,59,61,55,59,66,62,66,66,65,69,59,61,55,59,66,55
K. LuaLua,26,DR Congo,70,71,Queens Park Rangers,LW,69,47,52,70,63,69,54,47,63,52,70,69,69,70,56,69,54,47,63,52,70,69,69,70,56,69
G. Corral,26,Mexico,70,71,QuerÃ©taro,RB,61,67,66,61,63,61,69,67,63,66,61,64,60,63,69,61,69,67,63,66,61,64,60,63,69,60
C. Dessers,22,Belgium,70,76,FC Utrecht,ST,65,38,43,67,58,65,42,38,58,43,67,64,69,65,45,65,42,38,58,43,67,64,69,65,45,69
L. SuÃ¡rez,21,Argentina,70,81,Villarreal CF,LM,71,34,44,69,63,71,43,34,63,44,69,69,64,71,47,71,43,34,63,44,69,69,64,71,47,64
E. Manucharyan,30,Armenia,70,70,FC Ural,ST,68,41,50,68,63,68,48,41,63,50,68,69,66,70,52,68,48,41,63,50,68,69,66,70,52,66
